RecordDate,RecordMonth,CustomerGroup,Location,Revenue
2023-08-22,2023-08-01,Unranked,Location 07,1210864650.0
2023-08-22,2023-08-01,Unranked,Location 08,1590231960.0
2023-08-22,2023-08-01,Unranked,Location 09,1579851600.0
2023-08-22,2023-08-01,Unranked,Location 10,146287350.0
2023-08-22,2023-08-01,Unranked,Location 11,1102691520.0
2023-08-22,2023-08-01,Unranked,Location 12,5250886650.0
2023-08-22,2023-08-01,Unranked,Location 13,2025400830.0
2023-08-22,2023-08-01,Unranked,Location 14,3236930490.0
2023-08-22,2023-08-01,Unranked,Location 15,2124990.0
2023-08-22,2023-08-01,Unranked,Location 16,1732322970.0
2023-08-22,2023-08-01,Unranked,Location 17,735551370.0
2023-08-23,2023-08-01,Bronze,Location 01,1204000320.0
2023-08-23,2023-08-01,Bronze,Location 02,2841497190.0
2023-08-23,2023-08-01,Bronze,Location 03,4337732460.0
2023-08-23,2023-08-01,Bronze,Location 04,6477393720.0
2023-08-23,2023-08-01,Bronze,Location 06,2616008730.0
2023-08-23,2023-08-01,Bronze,Location 07,1804660410.0
2023-08-23,2023-08-01,Bronze,Location 08,264595620.0
2023-08-23,2023-08-01,Bronze,Location 09,3800693220.0
2023-08-23,2023-08-01,Bronze,Location 10,165852330.0
2023-08-23,2023-08-01,Bronze,Location 11,2201852310.0
2023-08-23,2023-08-01,Bronze,Location 12,11129512770.0
2023-08-23,2023-08-01,Bronze,Location 13,3343747200.0
2023-08-23,2023-08-01,Bronze,Location 14,6594322320.0
2023-08-23,2023-08-01,Bronze,Location 16,6233683020.0
2023-08-23,2023-08-01,Bronze,Location 17,2395310190.0
2023-08-23,2023-08-01,Diamond,Location 01,2935806510.0
2023-08-23,2023-08-01,Diamond,Location 02,1415892480.0
2023-08-23,2023-08-01,Diamond,Location 03,17842222710.0
2023-08-23,2023-08-01,Diamond,Location 04,30427969110.0
2023-08-23,2023-08-01,Diamond,Location 06,2638890.0
2023-08-23,2023-08-01,Diamond,Location 07,2692527780.0
2023-08-23,2023-08-01,Diamond,Location 09,5903673930.0
2023-08-23,2023-08-01,Diamond,Location 10,7953090570.0
2023-08-23,2023-08-01,Diamond,Location 11,3274780110.0
2023-08-23,2023-08-01,Diamond,Location 12,13979052600.0
2023-08-23,2023-08-01,Diamond,Location 13,6571686870.0
2023-08-23,2023-08-01,Diamond,Location 14,11745644850.0
2023-08-23,2023-08-01,Diamond,Location 15,11332609890.0
2023-08-23,2023-08-01,Diamond,Location 16,6278517210.0
2023-08-23,2023-08-01,Diamond,Location 17,1520462220.0
2023-08-23,2023-08-01,Gold,Location 01,579632670.0
2023-08-23,2023-08-01,Gold,Location 02,825441570.0
2023-08-23,2023-08-01,Gold,Location 03,4568678220.0
2023-08-23,2023-08-01,Gold,Location 04,5037024720.0
2023-08-23,2023-08-01,Gold,Location 06,300809400.0
2023-08-23,2023-08-01,Gold,Location 07,539625930.0
2023-08-23,2023-08-01,Gold,Location 08,73570890.0
2023-08-23,2023-08-01,Gold,Location 09,1382827230.0
2023-08-23,2023-08-01,Gold,Location 10,57638580.0
2023-08-23,2023-08-01,Gold,Location 11,577375020.0
2023-08-23,2023-08-01,Gold,Location 12,6464873820.0
2023-08-23,2023-08-01,Gold,Location 13,2284659240.0
2023-08-23,2023-08-01,Gold,Location 14,4232516280.0
2023-08-23,2023-08-01,Gold,Location 16,1632000780.0
2023-08-23,2023-08-01,Gold,Location 17,635343660.0
2023-08-23,2023-08-01,Iron,Location 01,868177230.0
2023-08-23,2023-08-01,Iron,Location 02,2130158460.0
2023-08-23,2023-08-01,Iron,Location 03,1355862900.0
2023-08-23,2023-08-01,Iron,Location 04,2882544840.0
2023-08-23,2023-08-01,Iron,Location 06,3839018130.0
2023-08-23,2023-08-01,Iron,Location 07,1173808200.0
2023-08-23,2023-08-01,Iron,Location 08,1267063380.0
2023-08-23,2023-08-01,Iron,Location 09,1258702410.0
2023-08-23,2023-08-01,Iron,Location 10,58760070.0
2023-08-23,2023-08-01,Iron,Location 11,1500057990.0
2023-08-23,2023-08-01,Iron,Location 12,3624140670.0
2023-08-23,2023-08-01,Iron,Location 13,1578125670.0
2023-08-23,2023-08-01,Iron,Location 14,3070563060.0
2023-08-23,2023-08-01,Iron,Location 16,3838160550.0
2023-08-23,2023-08-01,Iron,Location 17,1730473530.0
2023-08-23,2023-08-01,Platinum,Location 01,384678810.0
2023-08-23,2023-08-01,Platinum,Location 02,297858960.0
2023-08-23,2023-08-01,Platinum,Location 03,2340654120.0
2023-08-23,2023-08-01,Platinum,Location 04,2588372790.0
2023-08-23,2023-08-01,Platinum,Location 06,58243860.0
2023-08-23,2023-08-01,Platinum,Location 07,236601840.0
2023-08-23,2023-08-01,Platinum,Location 09,1097570040.0
2023-08-23,2023-08-01,Platinum,Location 10,84843630.0
2023-08-23,2023-08-01,Platinum,Location 11,211483260.0
2023-08-23,2023-08-01,Platinum,Location 12,3126589170.0
2023-08-23,2023-08-01,Platinum,Location 13,1519252290.0
2023-08-23,2023-08-01,Platinum,Location 14,1491777810.0
2023-08-23,2023-08-01,Platinum,Location 15,31374990.0
2023-08-23,2023-08-01,Platinum,Location 16,907649880.0
2023-08-23,2023-08-01,Platinum,Location 17,449096850.0
2023-08-23,2023-08-01,Silver,Location 01,296211000.0
2023-08-23,2023-08-01,Silver,Location 02,854583330.0
2023-08-23,2023-08-01,Silver,Location 03,2454056640.0
2023-08-23,2023-08-01,Silver,Location 04,2678039550.0
2023-08-23,2023-08-01,Silver,Location 06,578835570.0
2023-08-23,2023-08-01,Silver,Location 07,456980970.0
2023-08-23,2023-08-01,Silver,Location 08,61580820.0
2023-08-23,2023-08-01,Silver,Location 09,965975400.0
2023-08-23,2023-08-01,Silver,Location 10,22221510.0
2023-08-23,2023-08-01,Silver,Location 11,559290030.0
2023-08-23,2023-08-01,Silver,Location 12,4139712450.0
2023-08-23,2023-08-01,Silver,Location 13,1272640500.0
2023-08-23,2023-08-01,Silver,Location 14,2899051830.0
2023-08-23,2023-08-01,Silver,Location 16,2201243760.0
2023-08-23,2023-08-01,Silver,Location 17,665711010.0
2023-08-23,2023-08-01,Unranked,Location 01,866450520.0
2023-08-23,2023-08-01,Unranked,Location 02,1794292050.0
2023-08-23,2023-08-01,Unranked,Location 03,3584225430.0
2023-08-23,2023-08-01,Unranked,Location 04,2280937320.0
2023-08-23,2023-08-01,Unranked,Location 06,1978817970.0
2023-08-23,2023-08-01,Unranked,Location 07,1032199500.0
2023-08-23,2023-08-01,Unranked,Location 08,1628746380.0
2023-08-23,2023-08-01,Unranked,Location 09,1855998750.0
2023-08-23,2023-08-01,Unranked,Location 10,146961840.0
2023-08-23,2023-08-01,Unranked,Location 11,900222780.0
2023-08-23,2023-08-01,Unranked,Location 12,5755605900.0
2023-08-23,2023-08-01,Unranked,Location 13,1928793300.0
2023-08-23,2023-08-01,Unranked,Location 14,3356736660.0
2023-08-23,2023-08-01,Unranked,Location 15,3999990.0
2023-08-23,2023-08-01,Unranked,Location 16,1889014110.0
2023-08-23,2023-08-01,Unranked,Location 17,841147620.0
2023-08-24,2023-08-01,Bronze,Location 01,1314474960.0
2023-08-24,2023-08-01,Bronze,Location 02,3204047790.0
2023-08-24,2023-08-01,Bronze,Location 03,4375549080.0
2023-08-24,2023-08-01,Bronze,Location 04,7042770660.0
2023-08-24,2023-08-01,Bronze,Location 06,2769752580.0
2023-08-24,2023-08-01,Bronze,Location 07,2085157500.0
2023-08-24,2023-08-01,Bronze,Location 08,343798230.0
2023-08-24,2023-08-01,Bronze,Location 09,3501693030.0
2023-08-24,2023-08-01,Bronze,Location 10,133800360.0
2023-08-24,2023-08-01,Bronze,Location 11,2348232870.0
2023-08-24,2023-08-01,Bronze,Location 12,11184180330.0
2023-08-24,2023-08-01,Bronze,Location 13,3425976420.0
2023-08-24,2023-08-01,Bronze,Location 14,6822667710.0
2023-08-24,2023-08-01,Bronze,Location 16,7091498460.0
2023-08-24,2023-08-01,Bronze,Location 17,2361059550.0
2023-08-24,2023-08-01,Diamond,Location 01,3126209280.0
2023-08-24,2023-08-01,Diamond,Location 02,1330692600.0
2023-08-24,2023-08-01,Diamond,Location 03,16929738780.0
2023-08-24,2023-08-01,Diamond,Location 04,31535339730.0
2023-08-24,2023-08-01,Diamond,Location 06,527790.0
2023-08-24,2023-08-01,Diamond,Location 07,2996883270.0
2023-08-24,2023-08-01,Diamond,Location 09,5436799560.0
2023-08-24,2023-08-01,Diamond,Location 10,5890775880.0
2023-08-24,2023-08-01,Diamond,Location 11,3232405860.0
2023-08-24,2023-08-01,Diamond,Location 12,14219936760.0
2023-08-24,2023-08-01,Diamond,Location 13,6454532580.0
2023-08-24,2023-08-01,Diamond,Location 14,11042282490.0
2023-08-24,2023-08-01,Diamond,Location 15,11929871550.0
2023-08-24,2023-08-01,Diamond,Location 16,6714866940.0
2023-08-24,2023-08-01,Diamond,Location 17,1549054260.0
2023-08-24,2023-08-01,Gold,Location 01,547190040.0
2023-08-24,2023-08-01,Gold,Location 02,992282070.0
2023-08-24,2023-08-01,Gold,Location 03,5047841010.0
2023-08-24,2023-08-01,Gold,Location 04,5009295030.0
2023-08-24,2023-08-01,Gold,Location 06,325594680.0
2023-08-24,2023-08-01,Gold,Location 07,669592890.0
2023-08-24,2023-08-01,Gold,Location 08,114952410.0
2023-08-24,2023-08-01,Gold,Location 09,1278613590.0
2023-08-24,2023-08-01,Gold,Location 10,209009790.0
2023-08-24,2023-08-01,Gold,Location 11,562761690.0
2023-08-24,2023-08-01,Gold,Location 12,6506326290.0
2023-08-24,2023-08-01,Gold,Location 13,2340226290.0
2023-08-24,2023-08-01,Gold,Location 14,4136623830.0
2023-08-24,2023-08-01,Gold,Location 16,1956813390.0
2023-08-24,2023-08-01,Gold,Location 17,688442010.0
2023-08-24,2023-08-01,Iron,Location 01,762803220.0
2023-08-24,2023-08-01,Iron,Location 02,2117488860.0
2023-08-24,2023-08-01,Iron,Location 03,1366617390.0
2023-08-24,2023-08-01,Iron,Location 04,3117592410.0
2023-08-24,2023-08-01,Iron,Location 06,3919776930.0
2023-08-24,2023-08-01,Iron,Location 07,1268177460.0
2023-08-24,2023-08-01,Iron,Location 08,1156525770.0
2023-08-24,2023-08-01,Iron,Location 09,1276092060.0
2023-08-24,2023-08-01,Iron,Location 10,73254150.0
2023-08-24,2023-08-01,Iron,Location 11,1574632980.0
2023-08-24,2023-08-01,Iron,Location 12,3750442620.0
2023-08-24,2023-08-01,Iron,Location 13,1794908400.0
2023-08-24,2023-08-01,Iron,Location 14,3052487430.0
2023-08-24,2023-08-01,Iron,Location 16,4007655180.0
2023-08-24,2023-08-01,Iron,Location 17,1915827390.0
2023-08-24,2023-08-01,Platinum,Location 01,278902050.0
2023-08-24,2023-08-01,Platinum,Location 02,259812420.0
2023-08-24,2023-08-01,Platinum,Location 03,2511168090.0
2023-08-24,2023-08-01,Platinum,Location 04,2650277970.0
2023-08-24,2023-08-01,Platinum,Location 06,32977590.0
2023-08-24,2023-08-01,Platinum,Location 07,287352780.0
2023-08-24,2023-08-01,Platinum,Location 09,911175570.0
2023-08-24,2023-08-01,Platinum,Location 10,76314030.0
2023-08-24,2023-08-01,Platinum,Location 11,209043150.0
2023-08-24,2023-08-01,Platinum,Location 12,3273438420.0
2023-08-24,2023-08-01,Platinum,Location 13,1390663320.0
2023-08-24,2023-08-01,Platinum,Location 14,1566756300.0
2023-08-24,2023-08-01,Platinum,Location 15,25305570.0
2023-08-24,2023-08-01,Platinum,Location 16,887465730.0
2023-08-24,2023-08-01,Platinum,Location 17,508809000.0
2023-08-24,2023-08-01,Silver,Location 01,232122690.0
2023-08-24,2023-08-01,Silver,Location 02,909090900.0
2023-08-24,2023-08-01,Silver,Location 03,2579710950.0
2023-08-24,2023-08-01,Silver,Location 04,2812903050.0
2023-08-24,2023-08-01,Silver,Location 06,511934250.0
2023-08-24,2023-08-01,Silver,Location 07,520728030.0
2023-08-24,2023-08-01,Silver,Location 08,57145410.0
2023-08-24,2023-08-01,Silver,Location 09,948476250.0
2023-08-24,2023-08-01,Silver,Location 10,11138700.0
2023-08-24,2023-08-01,Silver,Location 11,591167970.0
2023-08-24,2023-08-01,Silver,Location 12,4120547460.0
2023-08-24,2023-08-01,Silver,Location 13,1223424270.0
2023-08-24,2023-08-01,Silver,Location 14,2915328990.0
2023-08-24,2023-08-01,Silver,Location 16,2017173180.0
2023-08-24,2023-08-01,Silver,Location 17,655223280.0
2023-08-24,2023-08-01,Unranked,Location 01,857699550.0
2023-08-24,2023-08-01,Unranked,Location 02,1608307260.0
2023-08-24,2023-08-01,Unranked,Location 03,3531172530.0
2023-08-24,2023-08-01,Unranked,Location 04,2417706210.0
2023-08-24,2023-08-01,Unranked,Location 06,2024519970.0
2023-08-24,2023-08-01,Unranked,Location 07,1377013590.0
2023-08-24,2023-08-01,Unranked,Location 08,1547762880.0
2023-08-24,2023-08-01,Unranked,Location 09,1878465090.0
2023-08-24,2023-08-01,Unranked,Location 10,507019170.0
2023-08-24,2023-08-01,Unranked,Location 11,583797120.0
2023-08-24,2023-08-01,Unranked,Location 12,5774381670.0
2023-08-24,2023-08-01,Unranked,Location 13,1942860330.0
2023-08-24,2023-08-01,Unranked,Location 14,3393483630.0
2023-08-24,2023-08-01,Unranked,Location 15,4472220.0
2023-08-24,2023-08-01,Unranked,Location 16,2219429910.0
2023-08-24,2023-08-01,Unranked,Location 17,992537160.0
2023-08-25,2023-08-01,Bronze,Location 01,1173549210.0
2023-08-25,2023-08-01,Bronze,Location 02,3069159210.0
2023-08-25,2023-08-01,Bronze,Location 03,4637646210.0
2023-08-25,2023-08-01,Bronze,Location 04,6910639740.0
2023-08-25,2023-08-01,Bronze,Location 06,2880881130.0
2023-08-25,2023-08-01,Bronze,Location 07,1844410530.0
2023-08-25,2023-08-01,Bronze,Location 08,266126340.0
2023-08-25,2023-08-01,Bronze,Location 09,3638233830.0
2023-08-25,2023-08-01,Bronze,Location 10,135920490.0
2023-08-25,2023-08-01,Bronze,Location 11,2386069770.0
2023-08-25,2023-08-01,Bronze,Location 12,11311188000.0
2023-08-25,2023-08-01,Bronze,Location 13,3654029820.0
2023-08-25,2023-08-01,Bronze,Location 14,7303607520.0
2023-08-25,2023-08-01,Bronze,Location 16,7180604670.0
2023-08-25,2023-08-01,Bronze,Location 17,2327057880.0
2023-08-25,2023-08-01,Diamond,Location 01,2851377360.0
2023-08-25,2023-08-01,Diamond,Location 02,1334557860.0
2023-08-25,2023-08-01,Diamond,Location 03,19137197820.0
2023-08-25,2023-08-01,Diamond,Location 04,31503183660.0
2023-08-25,2023-08-01,Diamond,Location 06,430560.0
2023-08-25,2023-08-01,Diamond,Location 07,3228859050.0
2023-08-25,2023-08-01,Diamond,Location 09,5904167850.0
2023-08-25,2023-08-01,Diamond,Location 10,3934420680.0
2023-08-25,2023-08-01,Diamond,Location 11,3156726840.0
2023-08-25,2023-08-01,Diamond,Location 12,14621252940.0
2023-08-25,2023-08-01,Diamond,Location 13,6965064930.0
2023-08-25,2023-08-01,Diamond,Location 14,12549241110.0
2023-08-25,2023-08-01,Diamond,Location 15,12129634620.0
2023-08-25,2023-08-01,Diamond,Location 16,7066547640.0
2023-08-25,2023-08-01,Diamond,Location 17,1615903680.0
2023-08-25,2023-08-01,Gold,Location 01,590513910.0
2023-08-25,2023-08-01,Gold,Location 02,909658860.0
2023-08-25,2023-08-01,Gold,Location 03,5292162930.0
2023-08-25,2023-08-01,Gold,Location 04,4906091100.0
2023-08-25,2023-08-01,Gold,Location 06,374611980.0
2023-08-25,2023-08-01,Gold,Location 07,529669740.0
2023-08-25,2023-08-01,Gold,Location 08,79680240.0
2023-08-25,2023-08-01,Gold,Location 09,1415481750.0
2023-08-25,2023-08-01,Gold,Location 10,50325420.0
2023-08-25,2023-08-01,Gold,Location 11,492696900.0
2023-08-25,2023-08-01,Gold,Location 12,6545596170.0
2023-08-25,2023-08-01,Gold,Location 13,2532798960.0
2023-08-25,2023-08-01,Gold,Location 14,4290300810.0
2023-08-25,2023-08-01,Gold,Location 16,2206157790.0
2023-08-25,2023-08-01,Gold,Location 17,723766080.0
2023-08-25,2023-08-01,Iron,Location 01,731424840.0
2023-08-25,2023-08-01,Iron,Location 02,2072805690.0
2023-08-25,2023-08-01,Iron,Location 03,1473808320.0
2023-08-25,2023-08-01,Iron,Location 04,2998252680.0
2023-08-25,2023-08-01,Iron,Location 06,3997288680.0
2023-08-25,2023-08-01,Iron,Location 07,1143575340.0
2023-08-25,2023-08-01,Iron,Location 08,1167416850.0
2023-08-25,2023-08-01,Iron,Location 09,1451864340.0
2023-08-25,2023-08-01,Iron,Location 10,54152460.0
2023-08-25,2023-08-01,Iron,Location 11,1539460200.0
2023-08-25,2023-08-01,Iron,Location 12,3768994710.0
2023-08-25,2023-08-01,Iron,Location 13,1785699240.0
2023-08-25,2023-08-01,Iron,Location 14,3231147300.0
2023-08-25,2023-08-01,Iron,Location 16,4452156570.0
2023-08-25,2023-08-01,Iron,Location 17,1854596430.0
2023-08-25,2023-08-01,Platinum,Location 01,299745870.0
2023-08-25,2023-08-01,Platinum,Location 02,322309590.0
2023-08-25,2023-08-01,Platinum,Location 03,2713999980.0
2023-08-25,2023-08-01,Platinum,Location 04,2660308170.0
2023-08-25,2023-08-01,Platinum,Location 06,41943870.0
2023-08-25,2023-08-01,Platinum,Location 07,296340510.0
2023-08-25,2023-08-01,Platinum,Location 09,1099684530.0
2023-08-25,2023-08-01,Platinum,Location 10,88395810.0
2023-08-25,2023-08-01,Platinum,Location 11,169638360.0
2023-08-25,2023-08-01,Platinum,Location 12,3181752690.0
2023-08-25,2023-08-01,Platinum,Location 13,1510174590.0
2023-08-25,2023-08-01,Platinum,Location 14,1703116080.0
2023-08-25,2023-08-01,Platinum,Location 15,42305550.0
2023-08-25,2023-08-01,Platinum,Location 16,1025564580.0
2023-08-25,2023-08-01,Platinum,Location 17,484286970.0
2023-08-25,2023-08-01,Silver,Location 01,239316630.0
2023-08-25,2023-08-01,Silver,Location 02,920537640.0
2023-08-25,2023-08-01,Silver,Location 03,2591720460.0
2023-08-25,2023-08-01,Silver,Location 04,2936266500.0
2023-08-25,2023-08-01,Silver,Location 06,592371180.0
2023-08-25,2023-08-01,Silver,Location 07,446222520.0
2023-08-25,2023-08-01,Silver,Location 08,96570930.0
2023-08-25,2023-08-01,Silver,Location 09,994652070.0
2023-08-25,2023-08-01,Silver,Location 10,16436010.0
2023-08-25,2023-08-01,Silver,Location 11,482212380.0
2023-08-25,2023-08-01,Silver,Location 12,4057343490.0
2023-08-25,2023-08-01,Silver,Location 13,1417352550.0
2023-08-25,2023-08-01,Silver,Location 14,2697865020.0
2023-08-25,2023-08-01,Silver,Location 16,2405478570.0
2023-08-25,2023-08-01,Silver,Location 17,600453150.0
2023-08-25,2023-08-01,Unranked,Location 01,988324740.0
2023-08-25,2023-08-01,Unranked,Location 02,1566339480.0
2023-08-25,2023-08-01,Unranked,Location 03,4674221340.0
2023-08-25,2023-08-01,Unranked,Location 04,2562635760.0
2023-08-25,2023-08-01,Unranked,Location 06,1952015040.0
2023-08-25,2023-08-01,Unranked,Location 07,1072392630.0
2023-08-25,2023-08-01,Unranked,Location 08,1791448950.0
2023-08-25,2023-08-01,Unranked,Location 09,1944486540.0
2023-08-25,2023-08-01,Unranked,Location 10,472022190.0
2023-08-25,2023-08-01,Unranked,Location 11,816611520.0
2023-08-25,2023-08-01,Unranked,Location 12,5905697730.0
2023-08-25,2023-08-01,Unranked,Location 13,2052969870.0
2023-08-25,2023-08-01,Unranked,Location 14,3277112910.0
2023-08-25,2023-08-01,Unranked,Location 15,4430550.0
2023-08-25,2023-08-01,Unranked,Location 16,2087055330.0
2023-08-25,2023-08-01,Unranked,Location 17,836052480.0
2023-08-26,2023-08-01,Bronze,Location 01,1056142110.0
2023-08-26,2023-08-01,Bronze,Location 02,3184042890.0
2023-08-26,2023-08-01,Bronze,Location 03,4290310140.0
2023-08-26,2023-08-01,Bronze,Location 04,6269238090.0
2023-08-26,2023-08-01,Bronze,Location 06,2834279970.0
2023-08-26,2023-08-01,Bronze,Location 07,1808032500.0
2023-08-26,2023-08-01,Bronze,Location 08,232084770.0
2023-08-26,2023-08-01,Bronze,Location 09,3305435250.0
2023-08-26,2023-08-01,Bronze,Location 10,162839010.0
2023-08-26,2023-08-01,Bronze,Location 11,2180822220.0
2023-08-26,2023-08-01,Bronze,Location 12,10360706820.0
2023-08-26,2023-08-01,Bronze,Location 13,3448938960.0
2023-08-26,2023-08-01,Bronze,Location 14,6605279340.0
2023-08-26,2023-08-01,Bronze,Location 16,7705037700.0
2023-08-26,2023-08-01,Bronze,Location 17,2370220110.0
2023-08-26,2023-08-01,Diamond,Location 01,2626290210.0
2023-08-26,2023-08-01,Diamond,Location 02,1390182570.0
2023-08-26,2023-08-01,Diamond,Location 03,16334895270.0
2023-08-26,2023-08-01,Diamond,Location 04,29234643030.0
2023-08-26,2023-08-01,Diamond,Location 07,3271869930.0
2023-08-26,2023-08-01,Diamond,Location 09,5638993440.0
2023-08-26,2023-08-01,Diamond,Location 10,1537448250.0
2023-08-26,2023-08-01,Diamond,Location 11,3129755160.0
2023-08-26,2023-08-01,Diamond,Location 12,13712837010.0
2023-08-26,2023-08-01,Diamond,Location 13,6798016620.0
2023-08-26,2023-08-01,Diamond,Location 14,11373981570.0
2023-08-26,2023-08-01,Diamond,Location 15,10946633520.0
2023-08-26,2023-08-01,Diamond,Location 16,6087054600.0
2023-08-26,2023-08-01,Diamond,Location 17,1576534080.0
2023-08-26,2023-08-01,Gold,Location 01,638058300.0
2023-08-26,2023-08-01,Gold,Location 02,951472470.0
2023-08-26,2023-08-01,Gold,Location 03,4762102950.0
2023-08-26,2023-08-01,Gold,Location 04,4350580500.0
2023-08-26,2023-08-01,Gold,Location 06,356012340.0
2023-08-26,2023-08-01,Gold,Location 07,544592370.0
2023-08-26,2023-08-01,Gold,Location 08,153225690.0
2023-08-26,2023-08-01,Gold,Location 09,1380306660.0
2023-08-26,2023-08-01,Gold,Location 10,72556530.0
2023-08-26,2023-08-01,Gold,Location 11,520404060.0
2023-08-26,2023-08-01,Gold,Location 12,6171850230.0
2023-08-26,2023-08-01,Gold,Location 13,2419182870.0
2023-08-26,2023-08-01,Gold,Location 14,4346577750.0
2023-08-26,2023-08-01,Gold,Location 16,1619898270.0
2023-08-26,2023-08-01,Gold,Location 17,689240940.0
2023-08-26,2023-08-01,Iron,Location 01,787874520.0
2023-08-26,2023-08-01,Iron,Location 02,2140086360.0
